0.00,0.00
0.13,0.13
0.41,0.37
0.43,0.39
0.46,0.41
0.45,0.43
0.55,0.53
0.53,0.52
0.61,0.58
0.63,0.59
0.63,0.61
0.64,0.62
0.64,0.62
0.66,0.62
0.67,0.62
0.67,0.63
0.67,0.62
0.67,0.63
0.67,0.64
0.67,0.64
0.67,0.64
0.67,0.66
0.67,0.66
0.68,0.64
0.70,0.66
0.67,0.66
0.67,0.68
0.67,0.67
0.66,0.67
0.67,0.67
0.68,0.67
0.67,0.67
0.68,0.67
